"CountryCode","SeriesCode","DESCRIPTION",
"MWI","IT.MLT.MAIN.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","IT.NET.BBND.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MWI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MWI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MYS","IT.CEL.SETS.P2","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","IT.MLT.MAIN.P2","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","IT.NET.BBND.P2","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","IT.NET.USER.ZS","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak.",
"MYS","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.POP.0014.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.1564.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.65UP.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MYS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NAM","IT.CEL.SETS.P2","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","IT.MLT.MAIN.P2","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","IT.NET.BBND.P2","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","IT.NET.USER.ZS","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"NAM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NCL","IT.CEL.SETS.P2","Office des Postes et des Télécommunications (OPT).",
"NCL","IT.MLT.MAIN.P2","Office des Postes et des Télécommunications (OPT).",
"NCL","IT.NET.BBND.P2","Office des Postes et des Télécommunications (OPT).",
"NCL","IT.NET.USER.ZS","Office des Postes et des Télécommunications (OPT).",
"NCL","SP.DYN.LE00.FE.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.LE00.MA.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.TFRT.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.POP.GROW","Data sources: Institute of Statistics and Economic Studies, 1983 Census, 1989 Census, 1996 Census",
"NCL","SP.POP.TOTL","Data sources : Institute of Statistics and Economic Studies",
"NER","IT.CEL.SETS.P2","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","IT.MLT.MAIN.P2","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","IT.NET.BBND.P2","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","IT.NET.USER.ZS","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NER","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"NER","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NGA","IT.CEL.SETS.P2","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NGA","IT.MLT.MAIN.P2","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NGA","IT.NET.BBND.P2","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NGA","IT.NET.USER.ZS","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NGA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"NGA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NIC","IT.CEL.SETS.P2","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","IT.MLT.MAIN.P2","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","IT.NET.BBND.P2","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","IT.NET.USER.ZS","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"NIC","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NLD","IT.CEL.SETS.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","IT.MLT.MAIN.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","IT.NET.BBND.P2","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Netherlands",
"NLD","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Netherlands",
"NLD","SP.DYN.TFRT.IN","Data sources : Eurostat",
"NLD","SP.POP.GROW","Data sources : Eurostat",
"NLD","SP.POP.TOTL","Data sources : Eurostat",
"NOR","IT.CEL.SETS.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","IT.MLT.MAIN.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","IT.NET.BBND.P2","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.POP.GROW","Data sources : Eurostat",
"NOR","SP.POP.TOTL","Data sources : Eurostat",
"NPL","IT.CEL.SETS.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","IT.MLT.MAIN.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.BBND.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NPL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"NPL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NRU","IT.CEL.SETS.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.MLT.MAIN.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.NET.BBND.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NRU","SP.POP.GROW","Data sources : United Nations World Population Prospects, IMF and World Bank's country office",
"NRU","SP.POP.TOTL","Data sources : United Nations World Population Prospects, IMF and World Bank's country office",
"NZL","IT.CEL.SETS.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","IT.MLT.MAIN.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","IT.NET.BBND.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","SP.DYN.LE00.FE.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.DYN.LE00.MA.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.DYN.TFRT.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.POP.GROW","Data sources: Statistics New Zealand",
"NZL","SP.POP.TOTL","Data sources : Statistics New Zealand",
"OMN","IT.CEL.SETS.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","IT.MLT.MAIN.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","IT.NET.BBND.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"OMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PAK","IT.CEL.SETS.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","IT.MLT.MAIN.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","IT.NET.BBND.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PAK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PAN","IT.CEL.SETS.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.MLT.MAIN.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.NET.BBND.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PAN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PER","IT.CEL.SETS.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","IT.MLT.MAIN.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","IT.NET.BBND.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PER","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PER","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PHL","IT.CEL.SETS.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","IT.MLT.MAIN.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","IT.NET.BBND.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PLW","SP.DYN.LE00.FE.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.MA.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
